"title"	"track_n"	"text"	"album"	"artist"
"18151"	"Get Em High (Ft. Common & Talib Kweli)"	9	"And if you're losin' your high then smoke again"	"The College Dropout"	"Kanye West"
"18152"	"Get Em High (Ft. Common & Talib Kweli)"	9	"Keep 'em high"	"The College Dropout"	"Kanye West"
"18153"	"Workout Plan"	10	"*Key*"	"The College Dropout"	"Kanye West"
"18154"	"Workout Plan"	10	"Girl i know it's that workout"	"The College Dropout"	"Kanye West"
"18155"	"Workout Plan"	10	"six pack Shakur"	"The College Dropout"	"Kanye West"
"18156"	"Workout Plan"	10	" and stuff"	"The College Dropout"	"Kanye West"
"18157"	"Workout Plan"	10	"My nigga my nigga I'm tired of puttin' 1-8-7 in my nigga's pager that shit ain't workin' no more"	"The College Dropout"	"Kanye West"
"18158"	"Workout Plan"	10	"Girl you know I'mma video hofesional now (Girl)"	"The College Dropout"	"Kanye West"
"18159"	"Workout Plan"	10	"since I copped this new workout plan my shit is right, rollin' in Lexus, Acuras, everything girl"	"The College Dropout"	"Kanye West"
"18160"	"Workout Plan"	10	"Girl, you know you ain't gotta pay nothin' around me, I'm the bootleg queen I'll give it to you for Free.99"	"The College Dropout"	"Kanye West"
"18161"	"Workout Plan"	10	"My nigga, now I can throw away my bus pass and shit oh my God"	"The College Dropout"	"Kanye West"
"18162"	"The New Workout Plan"	11	"You just popped in the Kanye West"	"The College Dropout"	"Kanye West"
"18163"	"The New Workout Plan"	11	"Get Right for the Summer"	"The College Dropout"	"Kanye West"
"18164"	"The New Workout Plan"	11	" workout tape"	"The College Dropout"	"Kanye West"
"18165"	"The New Workout Plan"	11	"And ladies if you follow these instructions exactly"	"The College Dropout"	"Kanye West"
"18166"	"The New Workout Plan"	11	"You might be able to pull you a rapper, a NBA player"	"The College Dropout"	"Kanye West"
"18167"	"The New Workout Plan"	11	"Man, at least a dude with a car"	"The College Dropout"	"Kanye West"
"18168"	"The New Workout Plan"	11	"So first of all we gonna work on the stomach"	"The College Dropout"	"Kanye West"
"18169"	"The New Workout Plan"	11	"Nobody wants a little tight ass"	"The College Dropout"	"Kanye West"
"18170"	"The New Workout Plan"	11	"1, and 2, and 3, and 4, and get them sit ups right, and"	"The College Dropout"	"Kanye West"
"18171"	"The New Workout Plan"	11	"Tuck your tummy tight and do your crunches like this"	"The College Dropout"	"Kanye West"
"18172"	"The New Workout Plan"	11	"Give head, stop breathe, get up, check your weave"	"The College Dropout"	"Kanye West"
"18173"	"The New Workout Plan"	11	"Don't drop the blunt and disrespect the weed"	"The College Dropout"	"Kanye West"
"18174"	"The New Workout Plan"	11	"Pick up your son and don't disrespect your seed"	"The College Dropout"	"Kanye West"
"18175"	"The New Workout Plan"	11	"It's a party tonight and ooh she's so excited"	"The College Dropout"	"Kanye West"
"18176"	"The New Workout Plan"	11	"Tell me who's invited: you, your friends and my dick"	"The College Dropout"	"Kanye West"
"18177"	"The New Workout Plan"	11	"What's scary to me is"	"The College Dropout"	"Kanye West"
"18178"	"The New Workout Plan"	11	"Henny makes girls look like Halle Berry to me"	"The College Dropout"	"Kanye West"
"18179"	"The New Workout Plan"	11	"So excuse me miss, I forgot your name"	"The College Dropout"	"Kanye West"
"18180"	"The New Workout Plan"	11	"Thank you, God bless you, good night I came, I came, I came"	"The College Dropout"	"Kanye West"
"18181"	"The New Workout Plan"	11	"It's been a week without me"	"The College Dropout"	"Kanye West"
"18182"	"The New Workout Plan"	11	"And she feel weak without me"	"The College Dropout"	"Kanye West"
"18183"	"The New Workout Plan"	11	"She wanna talk it out but"	"The College Dropout"	"Kanye West"
"18184"	"The New Workout Plan"	11	"Ain't nothing to talk about"	"The College Dropout"	"Kanye West"
"18185"	"The New Workout Plan"	11	"Unless she's talking about freaking out"	"The College Dropout"	"Kanye West"
"18186"	"The New Workout Plan"	11	"Then maybe we can work it out"	"The College Dropout"	"Kanye West"
"18187"	"The New Workout Plan"	11	"Work it out"	"The College Dropout"	"Kanye West"
"18188"	"The New Workout Plan"	11	"Work it out"	"The College Dropout"	"Kanye West"
"18189"	"The New Workout Plan"	11	"Work it out"	"The College Dropout"	"Kanye West"
"18190"	"The New Workout Plan"	11	"Work it out now"	"The College Dropout"	"Kanye West"
"18191"	"The New Workout Plan"	11	"Maybe we can work it out"	"The College Dropout"	"Kanye West"
"18192"	"The New Workout Plan"	11	"Oh girl your silhouette make me wanna light a cigarette"	"The College Dropout"	"Kanye West"
"18193"	"The New Workout Plan"	11	"My name Kanye from the Jigga set"	"The College Dropout"	"Kanye West"
"18194"	"The New Workout Plan"	11	"Twista said \"Get It Wet\""	"The College Dropout"	"Kanye West"
"18195"	"The New Workout Plan"	11	"Ooh girl your breath is harsh!"	"The College Dropout"	"Kanye West"
"18196"	"The New Workout Plan"	11	"Cover your mouth up like you got SARS"	"The College Dropout"	"Kanye West"
"18197"	"The New Workout Plan"	11	"Off them tracks yea I bought them cars"	"The College Dropout"	"Kanye West"
"18198"	"The New Workout Plan"	11	"Still kill a nigga on 16 bars"	"The College Dropout"	"Kanye West"
"18199"	"The New Workout Plan"	11	"We ain't sweating to the oldies"	"The College Dropout"	"Kanye West"
"18200"	"The New Workout Plan"	11	"We juking to a cold beat"	"The College Dropout"	"Kanye West"
"18201"	"The New Workout Plan"	11	"Maybe one day girl we can bone"	"The College Dropout"	"Kanye West"
"18202"	"The New Workout Plan"	11	"So you can brag to all your homies now"	"The College Dropout"	"Kanye West"
"18203"	"The New Workout Plan"	11	"But I still mess with a big girl"	"The College Dropout"	"Kanye West"
"18204"	"The New Workout Plan"	11	"If you ain't fit girl, I'll still hit girl"	"The College Dropout"	"Kanye West"
"18205"	"The New Workout Plan"	11	"1 and you brought 2 friends"	"The College Dropout"	"Kanye West"
"18206"	"The New Workout Plan"	11	"OK, 3 more now hop in the Benz"	"The College Dropout"	"Kanye West"
"18207"	"The New Workout Plan"	11	"4-door - do you know the difference between a 5, 6, 7, 8"	"The College Dropout"	"Kanye West"
"18208"	"The New Workout Plan"	11	"All the mocha lattes you gotta do Pilates"	"The College Dropout"	"Kanye West"
"18209"	"The New Workout Plan"	11	"You gotta pop this tape in before you start back dating"	"The College Dropout"	"Kanye West"
"18210"	"The New Workout Plan"	11	"Hustlers, gangstas, all us ballas"	"The College Dropout"	"Kanye West"
"18211"	"The New Workout Plan"	11	"It's been a week without me"	"The College Dropout"	"Kanye West"
"18212"	"The New Workout Plan"	11	"And she feel weak without me"	"The College Dropout"	"Kanye West"
"18213"	"The New Workout Plan"	11	"She wanna talk it out but"	"The College Dropout"	"Kanye West"
"18214"	"The New Workout Plan"	11	"Ain't nothing to talk about"	"The College Dropout"	"Kanye West"
"18215"	"The New Workout Plan"	11	"Unless she's talking about freaking out"	"The College Dropout"	"Kanye West"
"18216"	"The New Workout Plan"	11	"Then maybe we can work it out"	"The College Dropout"	"Kanye West"
"18217"	"The New Workout Plan"	11	"Work it out"	"The College Dropout"	"Kanye West"
"18218"	"The New Workout Plan"	11	"Work it out"	"The College Dropout"	"Kanye West"
"18219"	"The New Workout Plan"	11	"Work it out"	"The College Dropout"	"Kanye West"
"18220"	"The New Workout Plan"	11	"Work it out now"	"The College Dropout"	"Kanye West"
"18221"	"The New Workout Plan"	11	"Maybe we can work it out"	"The College Dropout"	"Kanye West"
"18222"	"The New Workout Plan"	11	"Hi, my name is Jill, I just want to say thanks to"	"The College Dropout"	"Kanye West"
"18223"	"The New Workout Plan"	11	"Kanye's workout plan. I was able to pull a NBA player"	"The College Dropout"	"Kanye West"
"18224"	"The New Workout Plan"	11	"And like now I shop every day on Rodeo Drive"	"The College Dropout"	"Kanye West"
"18225"	"The New Workout Plan"	11	"I just want to say, thank you Kanye! Woooo! Woooo! Woooo!"	"The College Dropout"	"Kanye West"
"18226"	"The New Workout Plan"	11	"My name is Lasandra, and I just want to say"	"The College Dropout"	"Kanye West"
"18227"	"The New Workout Plan"	11	"That ever since listening to Kanye's workout tape"	"The College Dropout"	"Kanye West"
"18228"	"The New Workout Plan"	11	"I was able to get my phone bill paid,"	"The College Dropout"	"Kanye West"
"18229"	"The New Workout Plan"	11	"I got sounds and 13's"	"The College Dropout"	"Kanye West"
"18230"	"The New Workout Plan"	11	"Put up in my Cavalier"	"The College Dropout"	"Kanye West"
"18231"	"The New Workout Plan"	11	"and I was able to get a free trip to Cancun"	"The College Dropout"	"Kanye West"
"18232"	"The New Workout Plan"	11	"And what's most importantly is that I ain't gotta fuck with Ray-Ray's"	"The College Dropout"	"Kanye West"
"18233"	"The New Workout Plan"	11	"Broke ass no mo'"	"The College Dropout"	"Kanye West"
"18234"	"The New Workout Plan"	11	"Work it out"	"The College Dropout"	"Kanye West"
"18235"	"The New Workout Plan"	11	"Juke it out"	"The College Dropout"	"Kanye West"
"18236"	"The New Workout Plan"	11	"Pump it out"	"The College Dropout"	"Kanye West"
"18237"	"The New Workout Plan"	11	"Shut 'em out"	"The College Dropout"	"Kanye West"
"18238"	"The New Workout Plan"	11	"Let's go out"	"The College Dropout"	"Kanye West"
"18239"	"The New Workout Plan"	11	"My name is Ella-May from Mobile, Alabama"	"The College Dropout"	"Kanye West"
"18240"	"The New Workout Plan"	11	"And I just want to say since listening to Kanye's workout tape"	"The College Dropout"	"Kanye West"
"18241"	"The New Workout Plan"	11	"I been able to date outside the family"	"The College Dropout"	"Kanye West"
"18242"	"The New Workout Plan"	11	", I got a "	"The College Dropout"	"Kanye West"
"18243"	"The New Workout Plan"	11	"double wide"	"The College Dropout"	"Kanye West"
"18244"	"The New Workout Plan"	11	"And I rode the plane"	"The College Dropout"	"Kanye West"
"18245"	"The New Workout Plan"	11	", rode the plane, rode the plane"	"The College Dropout"	"Kanye West"
"18246"	"The New Workout Plan"	11	"Thanks to Kanye's workout plan"	"The College Dropout"	"Kanye West"
"18247"	"The New Workout Plan"	11	"I'm the envy of all my friends"	"The College Dropout"	"Kanye West"
"18248"	"The New Workout Plan"	11	"See I pulled me a baller man"	"The College Dropout"	"Kanye West"
"18249"	"The New Workout Plan"	11	"And I ain't gotta work at the mall again"	"The College Dropout"	"Kanye West"
"18250"	"The New Workout Plan"	11	"(Lemme break ya wit' a piece of)"	"The College Dropout"	"Kanye West"
"18251"	"The New Workout Plan"	11	"My favorite work out plan (oh! oh! oh!)"	"The College Dropout"	"Kanye West"
"18252"	"The New Workout Plan"	11	"I wanna see you work out (yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah)"	"The College Dropout"	"Kanye West"
"18253"	"The New Workout Plan"	11	"I wanna see you work out"	"The College Dropout"	"Kanye West"
"18254"	"The New Workout Plan"	11	"It's like that old Michael Jackson shit"	"The College Dropout"	"Kanye West"
"18255"	"The New Workout Plan"	11	"That's right put in work, move your ass, go berserk"	"The College Dropout"	"Kanye West"
"18256"	"The New Workout Plan"	11	"Eat your salad, no dessert"	"The College Dropout"	"Kanye West"
"18257"	"The New Workout Plan"	11	"Get that man you deserve"	"The College Dropout"	"Kanye West"
"18258"	"The New Workout Plan"	11	"It's Kanye's workout plan"	"The College Dropout"	"Kanye West"
"18259"	"The New Workout Plan"	11	"I said it's Kanye's workout plan (Ladies and gentlemen)"	"The College Dropout"	"Kanye West"
"18260"	"The New Workout Plan"	11	"It's Kanye's workout plan ("	"The College Dropout"	"Kanye West"
"18261"	"The New Workout Plan"	11	"Allow myself to introduce myself"	"The College Dropout"	"Kanye West"
"18262"	"The New Workout Plan"	11	"His woooorrrrkkoouut plan (This time around I want y'all to clap like this)"	"The College Dropout"	"Kanye West"
"18263"	"The New Workout Plan"	11	"That's right, put in work"	"The College Dropout"	"Kanye West"
"18264"	"The New Workout Plan"	11	"Move your ass, go berserk"	"The College Dropout"	"Kanye West"
"18265"	"The New Workout Plan"	11	"Eat your salad, no dessert"	"The College Dropout"	"Kanye West"
"18266"	"The New Workout Plan"	11	"Get that man you deserve (Stop!)"	"The College Dropout"	"Kanye West"
"18267"	"The New Workout Plan"	11	"It's Kanye's workout plan (Ok breathe)"	"The College Dropout"	"Kanye West"
"18268"	"The New Workout Plan"	11	"I said it's Kanye's workout plan (I know y'all ain't tired)"	"The College Dropout"	"Kanye West"
"18269"	"The New Workout Plan"	11	"It's Kanye's workout plan (But I hope not, 'cuz on this one I need ya)"	"The College Dropout"	"Kanye West"
"18270"	"The New Workout Plan"	11	"His woooorrrrkkoouut plan (To "	"The College Dropout"	"Kanye West"
"18271"	"The New Workout Plan"	11	"give me a soul clap ok? Double time"	"The College Dropout"	"Kanye West"
"18272"	"The New Workout Plan"	11	"That's right, put in work (Woo!)"	"The College Dropout"	"Kanye West"
"18273"	"The New Workout Plan"	11	"Move your ass, go berserk (Ow!)"	"The College Dropout"	"Kanye West"
"18274"	"The New Workout Plan"	11	"Eat your salad, no dessert (Ugh!)"	"The College Dropout"	"Kanye West"
"18275"	"The New Workout Plan"	11	"Get that man you deserve"	"The College Dropout"	"Kanye West"
"18276"	"The New Workout Plan"	11	"That's right, put in work (Put in work)"	"The College Dropout"	"Kanye West"
"18277"	"The New Workout Plan"	11	"Move your ass, go berserk (Go wizzerk)"	"The College Dropout"	"Kanye West"
"18278"	"The New Workout Plan"	11	"Eat your salad, no dessert (No dessert)"	"The College Dropout"	"Kanye West"
"18279"	"The New Workout Plan"	11	"Get that man you deserve (You hear, ugh)"	"The College Dropout"	"Kanye West"
"18280"	"The New Workout Plan"	11	"That's right, put in work (That's right put in work)"	"The College Dropout"	"Kanye West"
"18281"	"The New Workout Plan"	11	"Move your ass, go berserk (Go wizzerk)"	"The College Dropout"	"Kanye West"
"18282"	"The New Workout Plan"	11	"Eat your salad, no dessert (Eat your salad, no dessert)"	"The College Dropout"	"Kanye West"
"18283"	"The New Workout Plan"	11	"Get that man you deserve (Woo!)"	"The College Dropout"	"Kanye West"
"18284"	"The New Workout Plan"	11	"(Okay, okay, okay, that's, that'd be good)"	"The College Dropout"	"Kanye West"
"18285"	"The New Workout Plan"	11	"(I appreciate your time)"	"The College Dropout"	"Kanye West"
"18286"	"The New Workout Plan"	11	"I want to see you work out for me"	"The College Dropout"	"Kanye West"
"18287"	"The New Workout Plan"	11	"Woah, yeah"	"The College Dropout"	"Kanye West"
"18288"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Kanye, it's Foxx, man"	"The College Dropout"	"Kanye West"
"18289"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"I'm just sayin' I was talkin' to the girls you know"	"The College Dropout"	"Kanye West"
"18290"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"And we don't put enough emphasis on the ladies sometime"	"The College Dropout"	"Kanye West"
"18291"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"You know, I was talkin' to this girl"	"The College Dropout"	"Kanye West"
"18292"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"She was talkin' about the music all fast in the club you know"	"The College Dropout"	"Kanye West"
"18293"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"She gotta drink water cause she thirsty"	"The College Dropout"	"Kanye West"
"18294"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"She danced like ninety-two hundred songs back to back"	"The College Dropout"	"Kanye West"
"18295"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"With ain't nobody really try to find out what she feelin'"	"The College Dropout"	"Kanye West"
"18296"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Like how she feel... you know what she told me?"	"The College Dropout"	"Kanye West"
"18297"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"(Are you gonna be?) Check it out, this is what she said"	"The College Dropout"	"Kanye West"
"18298"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"(Say that you're gonna be) Oooo, oooo, oooo, oooo, oooooo"	"The College Dropout"	"Kanye West"
"18299"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"She said she want some Marvin Gaye, some Luther Vandross"	"The College Dropout"	"Kanye West"
"18300"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"A little Anita will definitely set this party off right"	"The College Dropout"	"Kanye West"
"18301"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"(are you gonna be, are you gonna be, are you gonna be"	"The College Dropout"	"Kanye West"
"18302"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Are you gonna be, are you gonna be, well well well well)"	"The College Dropout"	"Kanye West"
"18303"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"She said she want some Ready For The World, some New Edition"	"The College Dropout"	"Kanye West"
"18304"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Some Minnie Riperton will definitely set this party off right"	"The College Dropout"	"Kanye West"
"18305"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"(are you gonna be, are you gonna be, are you gonna be"	"The College Dropout"	"Kanye West"
"18306"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Are you gonna be, are you gonna be, well well well well)"	"The College Dropout"	"Kanye West"
"18307"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"It definitely will"	"The College Dropout"	"Kanye West"
"18308"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"You know what I told her?"	"The College Dropout"	"Kanye West"
"18309"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"I told her to drive over in yo new whip, bring some friends you cool wit"	"The College Dropout"	"Kanye West"
"18310"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"I'mma bring the cool whip, then I want you to strip"	"The College Dropout"	"Kanye West"
"18311"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"See you is my new chick, so we get our grind on"	"The College Dropout"	"Kanye West"
"18312"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"She be grabbin' me, callin' me Biggie like Shyne home"	"The College Dropout"	"Kanye West"
"18313"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Man I swear she fine homes, why she always lyin' though?"	"The College Dropout"	"Kanye West"
"18314"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Tellin' me them diamonds, when she know they rhinestones"	"The College Dropout"	"Kanye West"
"18315"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"She got a light-skinned friend look like Michael Jackson"	"The College Dropout"	"Kanye West"
"18316"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Got a dark-skinned friend look like Michael Jackson"	"The College Dropout"	"Kanye West"
"18317"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"I played Ready For The World, she was ready for some action"	"The College Dropout"	"Kanye West"
"18318"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"My dog said you ain't no freak, so you bout to prove my man wrong"	"The College Dropout"	"Kanye West"
"18319"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"I'mma play this Vandross, you gon' take yo pants off"	"The College Dropout"	"Kanye West"
"18320"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"I'mma play this Gladys Knight, me and you gon' get right"	"The College Dropout"	"Kanye West"
"18321"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"She said she want some Marvin Gaye, some Luther Vandross"	"The College Dropout"	"Kanye West"
"18322"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"A little Anita will definitely set this party off right"	"The College Dropout"	"Kanye West"
"18323"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"(are you gonna be, are you gonna be, are you gonna be"	"The College Dropout"	"Kanye West"
"18324"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Are you gonna be, are you gonna be, well well well well)"	"The College Dropout"	"Kanye West"
"18325"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"She said she want some Ready For The World, some New Edition"	"The College Dropout"	"Kanye West"
"18326"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Some Minnie Riperton will definitely set this party off right"	"The College Dropout"	"Kanye West"
"18327"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"(are you gonna be, are you gonna be, are you gonna be"	"The College Dropout"	"Kanye West"
"18328"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Are you gonna be, are you gonna be, well well well well)"	"The College Dropout"	"Kanye West"
"18329"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Smokey Robinson, Smokey Robinson"	"The College Dropout"	"Kanye West"
"18330"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Freddie Jackson, everything, everything (Well well well well)"	"The College Dropout"	"Kanye West"
"18331"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Smokey Robinson, Ashford &amp; Simpson (Are you gonna be)"	"The College Dropout"	"Kanye West"
"18332"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Set the party, really set the party off right"	"The College Dropout"	"Kanye West"
"18333"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Yes it will, yes it will (Well well well well)"	"The College Dropout"	"Kanye West"
"18334"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Al Green, OH! Al Green, OHHHHH YEAH!!!"	"The College Dropout"	"Kanye West"
"18335"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"OOOOOOOOOOOOOO!!!"	"The College Dropout"	"Kanye West"
"18336"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Whatcha know about the Isley Brothers?"	"The College Dropout"	"Kanye West"
"18337"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Now Kanye, I know I told you to slow it down"	"The College Dropout"	"Kanye West"
"18338"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"It's good, it's all good, it's beautiful"	"The College Dropout"	"Kanye West"
"18339"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"But now I need you to do it faster baby"	"The College Dropout"	"Kanye West"
"18340"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Can you please? Do it faster, baby, do it faster!"	"The College Dropout"	"Kanye West"
"18341"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Damn baby, I can't do it that fast, but I know somebody who can"	"The College Dropout"	"Kanye West"
"18342"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Twista!"	"The College Dropout"	"Kanye West"
"18343"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Got you looking at the glist on my hands and wrist"	"The College Dropout"	"Kanye West"
"18344"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"While I'm layin' back and smoking on my cannabis"	"The College Dropout"	"Kanye West"
"18345"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"When it come to rockin' the rhythm like Marvin and Luther"	"The College Dropout"	"Kanye West"
"18346"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"I can tell you ain't no messin' with Kan man and Twist"	"The College Dropout"	"Kanye West"
"18347"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"In the Chi and I be sippin' Hennessy - play some R&amp;B"	"The College Dropout"	"Kanye West"
"18348"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"While I smoke a b - you can preferably find that I'm a G"	"The College Dropout"	"Kanye West"
"18349"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"And all this (well well well well)"	"The College Dropout"	"Kanye West"
"18350"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Come wit me and sip on some Evelyn Champagne"	"The College Dropout"	"Kanye West"
"18351"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"You ain't know Twista could work it like the Whispers?"	"The College Dropout"	"Kanye West"
"18352"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Hit the stoplight, "	"The College Dropout"	"Kanye West"
"18353"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"move it to some Isleys"	"The College Dropout"	"Kanye West"
"18354"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Rims still movin' so I bump a lil' Spinners"	"The College Dropout"	"Kanye West"
"18355"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"While I'm smoking on a b - dippin' through the streets"	"The College Dropout"	"Kanye West"
"18356"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Bumpin' R&amp;B - and I got the heat - on the 23's"	"The College Dropout"	"Kanye West"
"18357"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"And I do it (well well well well)"	"The College Dropout"	"Kanye West"
"18358"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Wit my Earth in the Wind smoking Fire"	"The College Dropout"	"Kanye West"
"18359"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Let me get ya sheets wet listenin' to Keith Sweat"	"The College Dropout"	"Kanye West"
"18360"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Put you in a daze wit Maze"	"The College Dropout"	"Kanye West"
"18361"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Fulfilling her wit every temptation, slow jam, and havin' deep sex"	"The College Dropout"	"Kanye West"
"18362"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"You ready for the world girl, come on go wit me"	"The College Dropout"	"Kanye West"
"18363"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"I touch you all over your body baby don't say no to me"	"The College Dropout"	"Kanye West"
"18364"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"And every moment be controlling me"	"The College Dropout"	"Kanye West"
"18365"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"I love the way you be holdin' me when I be listenin' to "	"The College Dropout"	"Kanye West"
"18366"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Jodeci"	"The College Dropout"	"Kanye West"
"18367"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"And when I come over and bend ya ass, "	"The College Dropout"	"Kanye West"
"18368"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"you be bumpin' Teddy Pendergrass"	"The College Dropout"	"Kanye West"
"18369"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"I done hit it from the back, to the melody and rode it slow"	"The College Dropout"	"Kanye West"
"18370"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Now I got to go up in it fast, but I'mma finish last"	"The College Dropout"	"Kanye West"
"18371"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"No matter how much of a thug you see"	"The College Dropout"	"Kanye West"
"18372"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"I still spit it like it's R&amp;B, come to the club wit me"	"The College Dropout"	"Kanye West"
"18373"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"And when some Luther come on I hope you feelin' me"	"The College Dropout"	"Kanye West"
"18374"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"And still will be in love wit me"	"The College Dropout"	"Kanye West"
"18375"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"She said she want some Marvin Gaye, some Luther Vandross"	"The College Dropout"	"Kanye West"
"18376"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"A little Anita will definitely set this party off right"	"The College Dropout"	"Kanye West"
"18377"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"(are you gonna be, are you gonna be, are you gonna be"	"The College Dropout"	"Kanye West"
"18378"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Are you gonna be, are you gonna be, well well well well)"	"The College Dropout"	"Kanye West"
"18379"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"She said she want some Ready For The World, some New Edition"	"The College Dropout"	"Kanye West"
"18380"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"Some Minnie Riperton will definitely set this party off right"	"The College Dropout"	"Kanye West"
"18381"	"Slow Jamz (Ft. Jamie Foxx & Twista)"	12	"(are you gonna be, are you gonna be, are you gonna be"	"The College Dropout"	"Kanye West"
